"Index Name","Date","Open","High","Low","Close"
"NIFTY 500","28 Sep 2000","942.65","947.80","919.49","922.96"
"NIFTY 500","27 Sep 2000","928.95","945.82","910.32","942.76"
"NIFTY 500","26 Sep 2000","951.57","953.03","918.39","929.25"
"NIFTY 500","25 Sep 2000","915.01","952.24","915.01","951.64"
"NIFTY 500","22 Sep 2000","961.03","961.03","910.46","914.27"
"NIFTY 500","21 Sep 2000","978.61","978.69","960.56","961.12"
"NIFTY 500","20 Sep 2000","959.15","981.99","948.97","978.57"
"NIFTY 500","19 Sep 2000","980.62","988.95","933.80","958.97"
"NIFTY 500","18 Sep 2000","1027.52","1027.52","978.82","981.56"
"NIFTY 500","15 Sep 2000","1059.75","1061.88","1024.95","1028.33"
"NIFTY 500","14 Sep 2000","1067.77","1076.29","1053.92","1060.74"
"NIFTY 500","13 Sep 2000","1074.90","1089.81","1064.60","1067.77"
"NIFTY 500","12 Sep 2000","1069.64","1078.07","1063.92","1074.88"
"NIFTY 500","11 Sep 2000","1070.46","1084.75","1068.67","1069.40"
"NIFTY 500","08 Sep 2000","1062.60","1073.79","1062.60","1070.45"
"NIFTY 500","07 Sep 2000","1059.19","1070.60","1051.21","1062.55"
"NIFTY 500","06 Sep 2000","1052.74","1063.39","1044.62","1059.25"
"NIFTY 500","05 Sep 2000","1051.70","1056.32","1045.89","1051.86"
"NIFTY 500","04 Sep 2000","1026.83","1053.86","1026.83","1051.66"
"NIFTY 500","31 Aug 2000","1013.68","1027.14","1010.28","1026.45"
"NIFTY 500","30 Aug 2000","1004.52","1019.68","1004.52","1013.70"
"NIFTY 500","29 Aug 2000","1001.59","1005.85","994.52","1004.01"
"NIFTY 500","28 Aug 2000","1009.69","1014.04","1000.66","1002.09"
"NIFTY 500","25 Aug 2000","1007.98","1019.12","1005.82","1009.68"
"NIFTY 500","24 Aug 2000","992.97","1009.02","990.68","1007.97"
"NIFTY 500","23 Aug 2000","993.59","1005.00","990.30","992.59"
"NIFTY 500","22 Aug 2000","986.07","1002.93","986.07","993.60"
"NIFTY 500","21 Aug 2000","972.68","988.78","972.68","985.84"
"NIFTY 500","18 Aug 2000","957.77","976.10","955.17","972.68"
"NIFTY 500","17 Aug 2000","964.74","972.96","953.79","957.67"
"NIFTY 500","16 Aug 2000","937.28","966.52","937.28","964.66"
"NIFTY 500","14 Aug 2000","932.05","937.47","918.28","936.83"
"NIFTY 500","11 Aug 2000","940.54","940.68","925.14","931.54"
"NIFTY 500","10 Aug 2000","957.29","968.39","935.71","940.44"
"NIFTY 500","09 Aug 2000","948.97","968.87","948.97","957.24"
"NIFTY 500","08 Aug 2000","921.79","949.57","921.79","948.85"
"NIFTY 500","07 Aug 2000","925.75","931.03","913.93","921.68"
"NIFTY 500","04 Aug 2000","943.03","950.85","918.47","925.12"
"NIFTY 500","03 Aug 2000","955.73","959.90","942.52","942.94"
"NIFTY 500","02 Aug 2000","951.95","957.45","941.95","955.76"
"NIFTY 500","01 Aug 2000","959.78","965.70","947.90","951.95"
"NIFTY 500","31 Jul 2000","965.47","965.47","948.62","959.72"
"NIFTY 500","28 Jul 2000","968.63","982.51","958.32","965.53"
"NIFTY 500","27 Jul 2000","949.13","969.36","928.15","968.67"
"NIFTY 500","26 Jul 2000","978.38","991.17","949.07","949.15"
"NIFTY 500","25 Jul 2000","939.33","979.97","908.46","977.58"
"NIFTY 500","24 Jul 2000","1005.31","1005.31","938.64","938.93"
"NIFTY 500","21 Jul 2000","1026.58","1036.82","1004.51","1005.36"
"NIFTY 500","20 Jul 2000","1035.22","1037.43","1019.24","1026.52"
"NIFTY 500","19 Jul 2000","1054.79","1057.32","1032.47","1035.20"
"NIFTY 500","18 Jul 2000","1065.57","1068.31","1049.29","1054.21"
"NIFTY 500","17 Jul 2000","1084.59","1088.13","1064.71","1065.55"
"NIFTY 500","14 Jul 2000","1091.67","1103.68","1081.99","1084.91"
"NIFTY 500","13 Jul 2000","1108.89","1126.66","1087.84","1091.05"
"NIFTY 500","12 Jul 2000","1087.05","1109.31","1083.57","1108.87"
"NIFTY 500","11 Jul 2000","1091.53","1096.97","1085.66","1086.84"
"NIFTY 500","10 Jul 2000","1098.04","1103.64","1087.81","1091.39"
"NIFTY 500","07 Jul 2000","1101.84","1107.59","1094.74","1097.82"
"NIFTY 500","06 Jul 2000","1110.05","1110.05","1093.30","1101.83"
"NIFTY 500","05 Jul 2000","1104.98","1121.86","1104.98","1110.15"
"NIFTY 500","04 Jul 2000","1096.06","1110.53","1095.13","1104.88"
"NIFTY 500","03 Jul 2000","1073.82","1096.49","1073.82","1096.11"
"NIFTY 500","30 Jun 2000","1079.77","1080.72","1063.46","1073.70"
"NIFTY 500","29 Jun 2000","1073.42","1095.47","1073.42","1079.79"
"NIFTY 500","28 Jun 2000","1056.42","1073.67","1046.34","1073.22"
"NIFTY 500","27 Jun 2000","1061.90","1073.84","1055.12","1058.59"
"NIFTY 500","26 Jun 2000","1066.45","1066.78","1031.84","1061.89"
"NIFTY 500","23 Jun 2000","1088.54","1089.39","1060.02","1066.49"
"NIFTY 500","22 Jun 2000","1077.69","1090.82","1069.48","1088.63"
"NIFTY 500","21 Jun 2000","1109.27","1130.43","1076.17","1077.38"
"NIFTY 500","20 Jun 2000","1097.39","1115.64","1097.39","1109.46"
"NIFTY 500","19 Jun 2000","1079.83","1107.54","1079.83","1097.11"
"NIFTY 500","16 Jun 2000","1048.35","1080.86","1047.71","1079.70"
"NIFTY 500","15 Jun 2000","1040.01","1054.54","1028.54","1049.96"
"NIFTY 500","14 Jun 2000","1029.01","1052.05","1025.95","1039.98"
"NIFTY 500","13 Jun 2000","1030.38","1033.99","1005.73","1027.59"
"NIFTY 500","12 Jun 2000","1046.25","1054.57","1029.34","1029.94"
"NIFTY 500","09 Jun 2000","1051.89","1062.27","1042.55","1046.80"
"NIFTY 500","08 Jun 2000","1028.18","1056.59","1028.18","1051.59"
"NIFTY 500","07 Jun 2000","1021.37","1046.48","1018.12","1027.86"
"NIFTY 500","06 Jun 2000","1001.38","1021.37","991.33","1020.66"
"NIFTY 500","05 Jun 2000","980.21","1037.49","980.21","1001.30"
"NIFTY 500","02 Jun 2000","949.34","985.65","949.34","979.00"
"NIFTY 500","01 Jun 2000","967.58","967.58","947.25","949.11"
"NIFTY 500","31 May 2000","945.76","991.35","945.76","967.60"
"NIFTY 500","30 May 2000","908.80","941.61","908.80","941.30"
"NIFTY 500","29 May 2000","887.56","915.24","881.84","908.66"
"NIFTY 500","26 May 2000","884.51","890.71","868.54","888.33"
"NIFTY 500","25 May 2000","876.88","900.25","876.88","884.61"
"NIFTY 500","24 May 2000","871.34","882.85","851.30","876.19"
"NIFTY 500","23 May 2000","868.77","872.83","849.78","871.41"
"NIFTY 500","22 May 2000","906.71","906.71","869.22","869.96"
"NIFTY 500","19 May 2000","927.09","927.09","893.88","906.75"
"NIFTY 500","18 May 2000","936.88","939.43","918.23","927.66"
"NIFTY 500","17 May 2000","940.54","975.13","928.07","937.24"
"NIFTY 500","16 May 2000","935.93","945.76","925.71","938.77"
"NIFTY 500","15 May 2000","925.62","952.68","872.93","935.77"
"NIFTY 500","12 May 2000","962.79","974.10","924.06","926.38"
"NIFTY 500","11 May 2000","1014.17","1014.17","951.71","962.76"
"NIFTY 500","10 May 2000","1042.40","1048.72","1011.14","1014.24"
"NIFTY 500","09 May 2000","1018.69","1041.52","985.65","1040.31"
"NIFTY 500","08 May 2000","1066.03","1094.65","1015.84","1018.75"
"NIFTY 500","05 May 2000","1023.16","1073.27","1023.16","1066.02"
"NIFTY 500","04 May 2000","969.67","1023.36","968.19","1022.33"
"NIFTY 500","03 May 2000","993.63","993.63","928.71","969.63"
"NIFTY 500","02 May 2000","1069.17","1072.88","990.71","994.90"
"NIFTY 500","28 Apr 2000","1087.44","1097.69","1059.62","1067.61"
"NIFTY 500","27 Apr 2000","1118.80","1123.59","1081.32","1087.41"
"NIFTY 500","26 Apr 2000","1066.05","1124.39","1066.05","1118.87"
"NIFTY 500","25 Apr 2000","1080.63","1080.63","1028.92","1065.90"
"NIFTY 500","24 Apr 2000","1123.08","1129.43","1080.96","1081.04"
"NIFTY 500","20 Apr 2000","1127.36","1128.62","1064.85","1122.91"
"NIFTY 500","19 Apr 2000","1159.54","1199.77","1107.14","1127.66"
"NIFTY 500","18 Apr 2000","1196.34","1215.19","1153.37","1158.06"
"NIFTY 500","17 Apr 2000","1275.20","1275.20","1186.70","1196.17"
"NIFTY 500","13 Apr 2000","1331.99","1331.99","1260.99","1275.25"
"NIFTY 500","12 Apr 2000","1355.24","1363.20","1330.48","1334.21"
"NIFTY 500","11 Apr 2000","1343.95","1364.28","1284.85","1355.33"
"NIFTY 500","10 Apr 2000","1285.02","1356.14","1285.02","1344.13"
"NIFTY 500","07 Apr 2000","1205.54","1284.93","1205.54","1284.79"
"NIFTY 500","06 Apr 2000","1195.15","1225.09","1134.53","1205.34"
"NIFTY 500","05 Apr 2000","1196.69","1224.74","1154.64","1194.88"
"NIFTY 500","04 Apr 2000","1287.82","1287.82","1193.22","1197.22"
"NIFTY 500","03 Apr 2000","1322.94","1337.95","1283.72","1287.99"
"NIFTY 500","31 Mar 2000","1357.17","1357.17","1301.32","1322.91"
"NIFTY 500","30 Mar 2000","1396.36","1396.36","1326.21","1358.67"
"NIFTY 500","29 Mar 2000","1386.17","1425.38","1386.17","1396.47"
"NIFTY 500","28 Mar 2000","1372.03","1387.48","1345.10","1386.04"
"NIFTY 500","27 Mar 2000","1362.36","1390.79","1357.83","1371.95"
"NIFTY 500","24 Mar 2000","1332.87","1364.93","1326.75","1362.35"
"NIFTY 500","23 Mar 2000","1335.12","1379.71","1319.68","1332.77"
"NIFTY 500","22 Mar 2000","1298.27","1355.43","1293.05","1334.82"
"NIFTY 500","21 Mar 2000","1327.19","1341.40","1291.80","1300.18"
"NIFTY 500","16 Mar 2000","1371.63","1371.63","1319.59","1326.71"
"NIFTY 500","15 Mar 2000","1370.01","1386.73","1330.94","1371.58"
"NIFTY 500","14 Mar 2000","1388.72","1389.32","1327.61","1368.31"
"NIFTY 500","13 Mar 2000","1446.16","1485.78","1384.39","1388.63"
"NIFTY 500","10 Mar 2000","1472.33","1517.25","1431.22","1446.15"
"NIFTY 500","09 Mar 2000","1524.13","1549.28","1449.04","1471.44"
"NIFTY 500","08 Mar 2000","1531.83","1584.77","1510.34","1523.92"
"NIFTY 500","07 Mar 2000","1552.32","1579.75","1519.65","1530.21"
"NIFTY 500","06 Mar 2000","1531.62","1585.39","1531.48","1552.07"
"NIFTY 500","03 Mar 2000","1582.89","1607.40","1517.85","1531.51"
"NIFTY 500","02 Mar 2000","1563.56","1633.82","1563.56","1583.23"
"NIFTY 500","01 Mar 2000","1486.97","1568.80","1483.11","1563.46"
"NIFTY 500","29 Feb 2000","1559.01","1620.08","1466.31","1486.63"
"NIFTY 500","28 Feb 2000","1557.09","1569.19","1498.68","1558.83"
"NIFTY 500","25 Feb 2000","1614.73","1621.44","1548.14","1556.85"
"NIFTY 500","24 Feb 2000","1612.72","1627.51","1581.17","1614.46"
"NIFTY 500","23 Feb 2000","1674.97","1703.80","1607.29","1612.65"
"NIFTY 500","22 Feb 2000","1707.03","1759.14","1664.23","1667.20"
"NIFTY 500","21 Feb 2000","1653.88","1714.02","1653.88","1706.96"
"NIFTY 500","18 Feb 2000","1633.42","1680.36","1633.42","1653.86"
"NIFTY 500","17 Feb 2000","1575.78","1637.69","1575.78","1633.22"
"NIFTY 500","16 Feb 2000","1541.68","1597.65","1541.68","1575.75"
"NIFTY 500","15 Feb 2000","1543.92","1563.06","1508.60","1541.39"
"NIFTY 500","14 Feb 2000","1551.50","1577.25","1531.62","1543.92"
"NIFTY 500","11 Feb 2000","1509.51","1562.71","1509.51","1541.92"
"NIFTY 500","10 Feb 2000","1469.87","1509.07","1469.87","1508.44"
"NIFTY 500","09 Feb 2000","1438.44","1494.76","1438.44","1468.20"
"NIFTY 500","08 Feb 2000","1438.57","1465.47","1435.19","1437.95"
"NIFTY 500","07 Feb 2000","1428.83","1455.50","1428.83","1438.39"
"NIFTY 500","04 Feb 2000","1407.76","1444.45","1407.76","1428.36"
"NIFTY 500","03 Feb 2000","1376.38","1410.37","1376.38","1407.70"
"NIFTY 500","02 Feb 2000","1335.87","1389.09","1335.87","1376.30"
"NIFTY 500","01 Feb 2000","1316.33","1336.52","1309.90","1335.19"
"NIFTY 500","31 Jan 2000","1359.98","1366.92","1306.87","1316.25"
"NIFTY 500","28 Jan 2000","1337.52","1366.25","1337.43","1360.07"
"NIFTY 500","27 Jan 2000","1319.11","1355.61","1318.99","1337.57"
"NIFTY 500","25 Jan 2000","1312.60","1322.96","1302.55","1313.39"
"NIFTY 500","24 Jan 2000","1311.38","1334.86","1309.12","1312.58"
"NIFTY 500","21 Jan 2000","1284.10","1311.19","1280.95","1311.07"
"NIFTY 500","20 Jan 2000","1293.36","1313.78","1282.40","1284.10"
"NIFTY 500","19 Jan 2000","1267.19","1303.31","1267.19","1293.37"
"NIFTY 500","18 Jan 2000","1269.84","1278.01","1251.75","1267.10"
"NIFTY 500","17 Jan 2000","1262.26","1293.67","1262.26","1269.34"
"NIFTY 500","14 Jan 2000","1263.11","1272.96","1240.46","1262.04"
"NIFTY 500","13 Jan 2000","1278.44","1302.35","1259.04","1262.78"
"NIFTY 500","12 Jan 2000","1236.69","1277.10","1236.69","1277.08"
"NIFTY 500","11 Jan 2000","1283.67","1295.33","1217.12","1236.82"
"NIFTY 500","10 Jan 2000","1276.51","1311.67","1272.64","1283.54"
"NIFTY 500","07 Jan 2000","1306.53","1306.53","1270.46","1276.29"
"NIFTY 500","06 Jan 2000","1321.33","1331.54","1299.79","1306.60"
"NIFTY 500","05 Jan 2000","1335.36","1347.63","1279.01","1303.78"
"NIFTY 500","04 Jan 2000","1292.49","1335.77","1292.49","1335.45"
"NIFTY 500","03 Jan 2000","1205.69","1291.65","1205.69","1291.53"
